day,symbol,time_utc,price,bias,line_val,sma14,close_break_pct,neck_chg_pct,span,sma25,sma99,dist_ma99_pct,sma200,dist_ma200_pct,sma200_slope_pct,entry,reclaim_3,pnl_15m,pnl_30m,pnl_1h,pnl_2h,pnl_4h,pnl_8h,pnl_12h,sma200_15,dist_ma200_15m_pct
2026-08-01,UAI/USDT,2026-08-01 14:55,0.428,21.63,0.475278,0.452393,11.93,-0.52,9,0.459972,0.417489,2.52,0.400768,6.79,2.627,0.4282,False,6.282111163007947,6.468939747781411,2.3587108827650622,-10.532461466604385,-18.56609061186362,-22.979915927136833,-26.6464269033162,,
2026-08-01,UAI/USDT,2026-08-01 22:55,0.5266,23.97,0.53425,0.528836,2.63,1.43,12,0.520284,0.484148,8.77,0.449747,17.09,3.614,0.5266,True,-1.8989745537409817,-2.0888720091150796,-3.13330801367263,-0.49373338397266364,-2.9813900493733474,-2.335738701101422,-3.000379794910755,,
2026-08-01,US/USDT,2026-08-01 01:45,0.057561,14.26,0.06102,0.058702,5.95,4.63,9,0.058024,0.056243,2.34,0.053419,7.75,2.124,0.057605,False,3.0952174290426293,11.969447096606206,13.972745421404392,16.333651592743685,14.812950264733974,13.635969099904525,8.507942018921973,,
2026-08-01,US/USDT,2026-08-01 02:15,0.05071,14.26,0.062801,0.057142,19.45,4.63,9,0.057295,0.056361,-10.03,0.053563,-5.33,1.875,0.050676,False,-2.1765727366011522,2.2101191885705185,4.001894387875922,4.280132607151309,-1.365537927223929,1.8016418028257895,-7.668324256058096,,
2026-08-01,US/USDT,2026-08-01 14:55,0.054197,8.18,0.055103,0.053961,3.42,1.48,8,0.053479,0.051271,5.71,0.052297,3.63,-0.708,0.054244,True,-1.5596194970872346,0.6728854804217927,-1.200132733574218,-4.487132217388096,-4.011503576432411,-6.916894034363244,-3.9912248359265545,,
2026-08-02,1000PEPE/USDT,2026-08-02 06:35,0.0029202,5.63,0.002935,0.002926,0.52,1.07,14,0.002908,0.002846,2.62,0.002807,4.05,0.644,0.0029202,True,-0.1986165331141788,-0.5410588315868722,-0.2636805698239929,0.4862680638312377,0.4520238339839773,-0.534209985617429,0.21916307102253801,0.002775,5.22
2026-08-02,1000RATS/USDT,2026-08-02 00:50,0.06563,27.87,0.066899,0.064336,4.12,2.62,11,0.063403,0.055831,17.55,0.052421,25.2,3.516,0.06561,False,8.962048468221312,5.151653711324495,0.9907026367931684,0.4420057918000283,-9.221155311690291,-11.58360006096631,22.52705380277397,,
2026-08-02,ADA/USDT,2026-08-02 10:10,0.1874,5.92,0.188875,0.1876,0.89,0.53,8,0.186812,0.184034,1.83,0.178726,4.85,0.912,0.1874,False,-0.05336179295623745,-0.4802561366061815,0.4268943436499588,-1.120597652081105,-0.6403415154749087,-1.1739594450373423,-1.0672358591248674,0.17336,8.1
2026-08-02,ADA/USDT,2026-08-02 10:40,0.1883,5.92,0.189625,0.187821,0.96,0.53,8,0.187228,0.184638,1.98,0.179163,5.1,0.931,0.1883,False,0.8497079129049339,0.9028146574615015,0.6372809346787077,-0.7434944237918282,-1.0090281465746218,-0.6903876792352606,-1.2214551248008478,0.17353,8.51
2026-08-02,ADA/USDT,2026-08-02 14:10,0.1886,5.57,0.188222,0.189357,0.22,-1.36,9,0.189376,0.187531,0.57,0.182545,3.32,1.09,0.1886,True,-0.4772004241781612,-0.8483563096500626,-0.5832449628844208,-0.7953340402969254,-0.5302226935312836,-0.4241781548250387,1.5376458112407136,0.174848,7.87
2026-08-02,AKE/USDT,2026-08-02 01:25,0.0053362,32.57,0.006302,0.006064,15.53,1.64,15,0.006049,0.00565,-5.55,0.004992,6.89,5.48,0.0053326,False,10.036380002250302,-4.748152871019771,15.168960732100656,14.083186438135243,20.44781157409144,19.802722874395222,12.498593556614027,,
2026-08-02,AKE/USDT,2026-08-02 01:55,0.0055858,32.57,0.006342,0.005577,12.55,1.64,15,0.005819,0.005608,-0.39,0.005021,11.25,4.666,0.0055863,False,6.5911247158226365,19.021534826271406,13.681685552154377,24.22354689150242,21.402359343393655,22.914988453896143,22.202531192381358,0.004441,25.78
2026-08-02,AKE/USDT,2026-08-02 16:25,0.0046766,12.12,0.005092,0.004863,8.67,7.62,13,0.004734,0.004462,4.81,0.004601,1.65,-2.771,0.0046751,False,3.2897692027978,-0.3807405189193837,6.690765972920352,4.802036320078713,0.9689632307330294,-3.3368270197428913,-4.066223182391828,0.004524,3.37
2026-08-02,AKE/USDT,2026-08-02 16:55,0.0046929,12.12,0.005256,0.004792,12.18,7.62,13,0.004748,0.004484,4.65,0.004556,3.0,-2.971,0.0046933,False,5.162678712206762,7.052606907719508,5.047621076854238,5.495067436558501,3.40911512155627,-3.2748812136449765,-5.729444101165488,0.004531,3.57
2026-08-02,AKE/USDT,2026-08-02 23:55,0.0048072,9.55,0.004887,0.004841,2.17,2.17,17,0.004793,0.004627,3.89,0.004503,6.76,1.844,0.0048076,True,-1.316665279973368,-0.48880938514017835,-0.8195357350860997,-0.056161078292694434,-0.06656127797652071,7.818870122306351,0.4097678675430589,0.004583,4.88
2026-08-02,AVAX/USDT,2026-08-02 05:55,6.575,6.63,6.646364,6.571857,1.34,1.38,11,6.46688,6.291939,4.5,6.27929,4.71,0.25,6.574,False,-0.2890173410404644,-0.24338302403407383,-0.5019774870702823,-0.5171889260724035,-0.6236689990873192,-0.2890173410404644,-0.7149376331001003,6.367355,3.26
2026-08-02,BEAT/USDT,2026-08-02 10:10,4.276,6.33,4.3144,4.285,1.03,-0.07,10,4.27488,3.918323,9.13,4.145345,3.15,-1.954,4.277,False,0.5143792377834988,2.174421323357493,2.010755202244571,2.4549918166939544,9.048398410100537,18.68131868131868,21.463642740238488,4.2773,-0.03
2026-08-02,BEAT/USDT,2026-08-02 10:40,4.184,6.33,4.3126,4.248929,3.17,-0.07,10,4.27288,3.927091,6.54,4.12769,1.36,-1.888,4.185,False,-0.023894862604548005,-0.14336917562724558,1.5292712066905418,1.7204301075268622,4.587813620071678,19.64157706093189,19.66547192353643,4.281275,-2.27
2026-08-02,BLESS/USDT,2026-08-02 03:45,0.012774,35.3,0.012823,0.012897,2.51,-4.44,7,0.012238,0.011398,12.07,0.01043,22.47,4.341,0.012768,True,4.660087719298247,7.495300751879695,2.655075187969917,0.6813909774436111,-8.372493734335844,-17.269736842105267,-31.406641604010037,0.00899,42.09
